record_id,created_utc,case_id,event_time,context,model_name,model_digest,feature_schema_digest,hash_algorithm,true_label_id,true_label_name,prediction_id,prediction_name,confidence,score_type,topk_predictions,features_digest,top_features,prev_hash,record_hash,sequence_id,window_id
CASE-20260330-153425-DIVERSIFIED-300,2026-03-30 16:15:19.720981+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.720981+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 18, 'dst_port': 18, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.999995813439978,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.999995813439978}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4789462801367157e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356944024895304e-07}]",1f64c622f787bf8b9def4ba34cb943c6b031fd605dfaa7e981be8caa33c8c670,"[{'feature': 'src_port', 'value': 18.0, 'shap_value': 10.106786227824289, 'abs_shap_value': 10.106786227824289, 'sign': '+'}, {'feature': 'dst_port', 'value': 18.0, 'shap_value': 1.160283738626704, 'abs_shap_value': 1.160283738626704, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.000308, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",7842a1c8b8eaad67f3f40c8a4a0792dc0733f6974a2f79d54915dc2d48144721,db3bc3510af36fb62ee3209f523cdbb5d373f5154fbed53105157f507c327535,301,12
CASE-20260330-153425-DIVERSIFIED-301,2026-03-30 16:15:19.725986+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.725986+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.184', 'src_port': 15, 'dst_port': 15, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.999995813439978,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.999995813439978}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4789462801367157e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356944024895304e-07}]",3519ee463f45cbcf93fc4cd080fec5e48f3b5bc558fd6892cfe6f47039cd18fd,"[{'feature': 'src_port', 'value': 15.0, 'shap_value': 10.106786227824289, 'abs_shap_value': 10.106786227824289, 'sign': '+'}, {'feature': 'dst_port', 'value': 15.0, 'shap_value': 1.160283738626704, 'abs_shap_value': 1.160283738626704, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.000301, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",db3bc3510af36fb62ee3209f523cdbb5d373f5154fbed53105157f507c327535,9d12a594502162659dbd3784a6245a632332cc33ff312635527f00e2c7de1a74,302,12
CASE-20260330-153425-DIVERSIFIED-302,2026-03-30 16:15:19.730980+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.730980+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.184', 'src_port': 51, 'dst_port': 51, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958109429453,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958109429453}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508892393132e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500681063524e-07}]",8eb9b7894588309342e2e4434df33a91034072fc453937509d1f562d37ed98ce,"[{'feature': 'src_port', 'value': 51.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 51.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000266, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",9d12a594502162659dbd3784a6245a632332cc33ff312635527f00e2c7de1a74,23dd5bc745beb4ab8eea9c5238fa7e28f45d29d02b20ce259306418414574ab4,303,12
CASE-20260330-153425-DIVERSIFIED-303,2026-03-30 16:15:19.737988+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.737988+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958109429453,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958109429453}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508892393132e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500681063524e-07}]",9a430b3d6ce75a75b3daf68d91b8b1be31f27b0c944a04b6b6e04d096d39e4a0,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.00027, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",23dd5bc745beb4ab8eea9c5238fa7e28f45d29d02b20ce259306418414574ab4,213347b398b3eb4219b2d8b81fd963a3840acd67cd5c253153637d29040e0488,304,12
CASE-20260330-153425-DIVERSIFIED-304,2026-03-30 16:15:19.744074+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.744074+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958109429453,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958109429453}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508892393132e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500681063524e-07}]",f6ef85ec71226368e40708c71a9cc8f932875cb4897b783daffe96eed2c57133,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000268, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",213347b398b3eb4219b2d8b81fd963a3840acd67cd5c253153637d29040e0488,0fd126c7b0c216f7e611b10c6295c01afe177ac2441f4dae52179f7b704f59b1,305,12
CASE-20260330-153425-DIVERSIFIED-305,2026-03-30 16:15:19.751029+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.751029+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958107263452,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958107263452}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508889318373e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500679039497e-07}]",42920d7cfb5135706a74f33d36917d7a68deb72d81ff6a2c78e2f76eff6c5fbb,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000264, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",0fd126c7b0c216f7e611b10c6295c01afe177ac2441f4dae52179f7b704f59b1,a8f6a76b252588931bf0302e097a27931034e0f4e6886902eb16e4b503761d57,306,12
CASE-20260330-153425-DIVERSIFIED-306,2026-03-30 16:15:19.755658+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.755658+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 51, 'dst_port': 51, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958107263452,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958107263452}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508889318373e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500679039497e-07}]",6d71d62280d6122afc3dfa2a07b5cc19fd03bd05cd9e19bf0764d9ab1465fe42,"[{'feature': 'src_port', 'value': 51.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 51.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000263, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",a8f6a76b252588931bf0302e097a27931034e0f4e6886902eb16e4b503761d57,45873645cd2cf97b37c8aa2751060cbd7dc8c5bd78b7b002e3ffd1c499149959,307,12
CASE-20260330-153425-DIVERSIFIED-307,2026-03-30 16:15:19.760467+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.760467+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958106340188,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958106340188}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4195508888007744e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500678176748e-07}]",01fab8251254fc45aeff60113181b8c0a69612f5e6d025be2dc4d1d3a6887de3,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000246, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",45873645cd2cf97b37c8aa2751060cbd7dc8c5bd78b7b002e3ffd1c499149959,1fcdc89aece2522a0cd1fc220778a7ea86f63f6872927eb93fd36d7523c1b995,308,12
CASE-20260330-153425-DIVERSIFIED-308,2026-03-30 16:15:19.764482+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.764482+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958101394718,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958101394718}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.419550888098737e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500673555435e-07}]",10e6ad16ca5983f95e533f2018cd1b6473ffb62642635354fdfd0d27e2cb73e1,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000229, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",1fcdc89aece2522a0cd1fc220778a7ea86f63f6872927eb93fd36d7523c1b995,05ecb9554aa8764b22811c32300e93548c44256de7914d2770a6f44d1ba3b201,309,12
CASE-20260330-153425-DIVERSIFIED-309,2026-03-30 16:15:19.767479+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.767479+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 50, 'dst_port': 50, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958101394718,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958101394718}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.419550888098737e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500673555435e-07}]",dd8c0b73cd14eab17a8cecf171865bf9d5dc2f08c7a28a7d593fc41dc2670b5b,"[{'feature': 'src_port', 'value': 50.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 50.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000225, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",05ecb9554aa8764b22811c32300e93548c44256de7914d2770a6f44d1ba3b201,002d094266f1136ca0e71f37f3fcf2569256f700b0c32623686b0b14487e1d78,310,12
CASE-20260330-153425-DIVERSIFIED-310,2026-03-30 16:15:19.771478+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.771478+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 51, 'dst_port': 51, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999958101394718,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999958101394718}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.419550888098737e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.344500673555435e-07}]",bc2257182a6a94d15830f32c41bc78c99d0b58e6ccc0bafd8307ea554cf09738,"[{'feature': 'src_port', 'value': 51.0, 'shap_value': 10.107967863271638, 'abs_shap_value': 10.107967863271638, 'sign': '+'}, {'feature': 'dst_port', 'value': 51.0, 'shap_value': 1.1604064540725492, 'abs_shap_value': 1.1604064540725492, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5844352198339554, 'abs_shap_value': 0.6447068700843605, 'sign': '+'}, {'feature': 'duration', 'value': 0.000221, 'shap_value': 0.3241870923522555, 'abs_shap_value': 0.3241870923522555, 'sign': '+'}]",002d094266f1136ca0e71f37f3fcf2569256f700b0c32623686b0b14487e1d78,5c57460b794b84b8885eb9c366c2527b0f7e57181695b9eccd4afff250c38153,311,12
CASE-20260330-153425-DIVERSIFIED-311,2026-03-30 16:15:19.774478+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.774478+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 11, 'dst_port': 11, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999957964841715,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999957964841715}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4214411705058346e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356943866240106e-07}]",1a1c54d86da2296db8ecc202c1a6bf346dc5373abdd86331c05f7fffee032193,"[{'feature': 'src_port', 'value': 11.0, 'shap_value': 10.106016841198596, 'abs_shap_value': 10.106016841198596, 'sign': '+'}, {'feature': 'dst_port', 'value': 11.0, 'shap_value': 1.1603986310427763, 'abs_shap_value': 1.1603986310427763, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8189118194904312, 'abs_shap_value': 0.8189118194904312, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.000291, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",5c57460b794b84b8885eb9c366c2527b0f7e57181695b9eccd4afff250c38153,901fb6a7697dae8abbbfcb5a6dbc020a16ea3e00b9e7c65a84636b4a596aab5b,312,12
CASE-20260330-153425-DIVERSIFIED-312,2026-03-30 16:15:19.777538+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.777538+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.152', 'src_port': 19, 'dst_port': 19, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999957816827086,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999957816827086}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4789462331692235e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356943727743067e-07}]",2981e5c3b53169ea893ff8d5a1bc5ea62e43b544c33ac7b89f72d811680f7994,"[{'feature': 'src_port', 'value': 19.0, 'shap_value': 10.106786227824289, 'abs_shap_value': 10.106786227824289, 'sign': '+'}, {'feature': 'dst_port', 'value': 19.0, 'shap_value': 1.160283738626704, 'abs_shap_value': 1.160283738626704, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.000318, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",901fb6a7697dae8abbbfcb5a6dbc020a16ea3e00b9e7c65a84636b4a596aab5b,424dd65ea09d2ab35cc1a187a1b1ec7406f7de8c53b48f5bdd987a8365eaa799,313,12
CASE-20260330-153425-DIVERSIFIED-313,2026-03-30 16:15:19.780538+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.780538+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 19, 'dst_port': 19, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999957816827086,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999957816827086}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4789462331692235e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356943727743067e-07}]",2981e5c3b53169ea893ff8d5a1bc5ea62e43b544c33ac7b89f72d811680f7994,"[{'feature': 'src_port', 'value': 19.0, 'shap_value': 10.106786227824289, 'abs_shap_value': 10.106786227824289, 'sign': '+'}, {'feature': 'dst_port', 'value': 19.0, 'shap_value': 1.160283738626704, 'abs_shap_value': 1.160283738626704, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.000318, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",424dd65ea09d2ab35cc1a187a1b1ec7406f7de8c53b48f5bdd987a8365eaa799,ec6c8f0b1050bfc881de0f2a53bfeebc648eb21b280244157300c358d99dd79a,314,12
CASE-20260330-153425-DIVERSIFIED-314,2026-03-30 16:15:19.782538+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.782538+00:00,"{'src_ip': '192.168.1.30', 'dst_ip': '192.168.1.190', 'src_port': 15, 'dst_port': 15, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,2,dos,2,dos,0.9999957816827086,max_class_probability,"[{'class_id': 2, 'class_name': 'dos', 'probability': 0.9999957816827086}, {'class_id': 8, 'class_name': 'xss', 'probability': 1.4789462331692235e-06}, {'class_id': 3, 'class_name': 'injection', 'probability': 9.356943727743067e-07}]",d261a2957143ceb2b7a8c1435f541845b229b8cf9ea1838ef70b511712b6fb32,"[{'feature': 'src_port', 'value': 15.0, 'shap_value': 10.106786227824289, 'abs_shap_value': 10.106786227824289, 'sign': '+'}, {'feature': 'dst_port', 'value': 15.0, 'shap_value': 1.160283738626704, 'abs_shap_value': 1.160283738626704, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 40.0, 'shap_value': 0.8190848184567123, 'abs_shap_value': 0.8190848184567123, 'sign': '+'}, {'feature': 'conn_state', 'value': 'REJ', 'shap_value': 0.5832890271931369, 'abs_shap_value': 0.643560677443542, 'sign': '+'}, {'feature': 'duration', 'value': 0.00032, 'shap_value': 0.32557827021808605, 'abs_shap_value': 0.32557827021808605, 'sign': '+'}]",ec6c8f0b1050bfc881de0f2a53bfeebc648eb21b280244157300c358d99dd79a,cdf1a42fe12b5c2ef2b9ca8f277e78affe86f716237a0f403f3e856b71d40491,315,12
